대표분류_개선,1,2,3,4,5,6
복지,0.1,0.5022727272727273,0.004545454545454545,0.3931818181818182,0.0,0.0
일자리,0.11317254174397032,0.4322820037105751,0.0018552875695732839,0.3970315398886827,0.055658627087198514,0.0
주거지원,0.024640657084188913,0.35728952772073924,0.10677618069815195,0.49075975359342916,0.02053388090349076,0.0
직무교육,0.12091898428053205,0.37605804111245467,0.0048367593712212815,0.10278113663845223,0.38331318016928656,0.012091898428053204
참여 프로그램,0.0,0.76,0.0,0.02,0.22,0.0
창업지원,0.029192124915139173,0.45417515274949083,0.062457569585879155,0.10183299389002037,0.14188730482009504,0.21045485403937542
